Precinct,Violation,Law,CY2007,CY2008,CY2009,CY2010,CY2011,CY2012,CY2013,CY2014,CY2015,CY2016,2017 YTD 03-31
20,KNIFE- ANY IN PUBLIC VIEW,Administrative Code,11,12,5,7,7,4,7,4,6,5,1
20,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),VTL,0,0,2,0,0,0,0,0,0,0,0
20,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,VTL,0,0,0,0,3,1,0,0,0,0,0
20,LITTERING,Administrative Code,7,4,16,16,12,24,53,27,13,4,3
20,,Health Code,6,8,6,12,13,11,7,4,0,0,0
20,LITTERNG,Park Regs,1,2,2,2,0,0,0,0,0,0,0
20,LOITERING (BEGGING),Penal Law,0,0,1,0,0,0,0,0,0,0,0
20,LOITERING (GAMBLING),Penal Law,1,0,0,0,4,0,0,0,0,0,0
20,LOITERING (MASKED/DISGUISE),Penal Law,0,0,0,0,0,0,0,0,0,0,0
20,LOITERING (SCHOOL),Penal Law,10,13,7,11,11,0,3,0,1,1,0
20,LOITERING (SEXUAL CONDUCT),Penal Law,0,0,0,0,0,0,0,0,0,0,0
20,LOITERING (TRANSPORTATION FACILITY),Penal Law,0,0,0,0,0,0,0,0,0,0,0
20,LOITERING (TRANSPORTATION FACILITY/SLEEPING),Penal Law,1,0,0,0,0,0,0,0,0,0,0
20,LOITERING (UNCLASSIFIED),Penal Law,0,3,0,0,0,0,0,0,0,0,0
20,MARIJUANA- POSSESSION OF,Penal Law,53,25,48,42,89,60,67,58,85,47,24
20,METER (BROKEN),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,METER (EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,MISSING EQUIPMENT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,MISSING/IMPROPER PLATES,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,MISUSE OF DEALER PLATES,VTL,0,0,0,0,0,0,0,0,0,0,0
20,MOTORCYCLE (OTHER),VTL,0,0,0,0,0,0,0,0,0,0,0
20,MOTORCYCLE HELMET REQUIRED,VTL,0,0,0,1,0,0,0,0,0,0,0
20,NO BARBERS LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
20,NO BUSINESS CERTIFICATE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
20,NO CERTIFICATE OF AUTHORITY,Tax Law,0,4,1,1,0,0,0,0,0,0,0
20,NO CHAUFFEURS LICENSE (CLASS E),Administrative Code,2,8,5,8,4,5,2,0,0,0,1
20,NO MATCH PLATE/STICKER,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,NO MEDALLION,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
20,NO PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,NO PARKING (EXCEPT AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,NO PARKING (STREET CLEANING),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,NO POSTING WORKERS COMP INS,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
20,NO PREGNANCY WARNING SIGN,ABC,0,0,1,0,0,0,0,0,0,0,0
20,NO SECURITY GUARD LICENSE,General Business Law,0,1,1,0,3,1,3,0,0,0,0
20,NO SMOKING SIGNS NOT POSTED,Health Code,0,0,0,0,0,0,0,0,0,1,0
20,NO STANDING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,NO STANDING (AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,NO STANDING (BUS LANE),Traffic Regs,1,0,0,0,0,0,0,0,0,0,0
20,NO STANDING (BUS STOP),Traffic Regs,0,0,0,1,0,0,0,0,0,0,0
20,NO TAX STAMP,Administrative Code,9,7,0,59,26,16,1,0,0,2,0
20,NO TRIP SHEET,Administrative Code,46,50,9,7,7,0,0,0,0,0,0
20,NO VENDING MACHINE DISCLOSURE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
20,NOISE (ANIMIAL),Administrative Code,0,0,0,0,0,0,0,0,0,0,0
20,NOISE (DEVICE),Administrative Code,0,0,3,0,0,1,2,0,0,2,0
20,NOISE (HORN/ALARM),Administrative Code,0,0,1,3,0,0,1,2,2,0,0
20,NOISE (UNREASONABLE),Administrative Code,1,3,2,3,6,3,4,17,9,2,0
20,NON PAYMENT OF FARE (BUS),Transit Regs,0,1,0,0,0,0,0,0,0,0,0
20,NON PAYMENT OF FARE (OTHER),Transit Regs,0,0,0,0,0,0,0,0,0,0,1
20,OBSTRUCTED VIEW,VTL,0,0,0,0,0,0,0,0,0,0,0
20,OBSTRUCTED VIEW OF PREMISE,ABC,0,0,0,0,0,0,0,0,0,0,0
20,OBSTRUCTING DRIVEWAY,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,OBSTRUCTING TRAFFIC,Traffic Regs,1,0,0,2,0,0,0,0,0,0,0
20,OFFENSIVE EXHIBITION,Penal Law,0,0,0,0,0,0,0,0,0,0,0
20,ONE WAY STREET,VTL,1,1,0,1,0,0,0,0,0,0,0
20,OPEN FIRE,Administrative Code,0,0,0,0,0,0,1,0,1,0,0
20,OPEN HYDRANT,Administrative Code,0,0,0,0,0,0,0,0,2,0,0
20,OTHER ADMINISTRATIVE CODE,Administrative Code,162,534,473,495,196,341,311,107,101,39,2
20,OTHER AGRICULTURE & MARKETS LAW,Agriculture & Markets Law,0,0,0,1,0,0,0,1,1,1,0
20,OTHER ALCOHOL BEVERAGE CONTROL LAWS,ABC,2,0,3,7,4,1,4,0,0,0,0
20,OTHER ARTS AND CULTURAL AFFAIRS,ACA,0,0,0,0,0,0,0,0,0,0,0
20,OTHER BUSINESS LAW,General Business Law,0,1,0,0,0,0,0,0,0,0,0
20,OTHER ENVIRONMENTAL CONSERVATION LAW,Environmental Conservation Law,0,0,4,2,0,0,0,0,0,0,0
20,OTHER HEALTH CODE,Health Code,19,2,33,38,50,171,140,3,17,12,0
20,OTHER MULTIPLE DWELLING,Multiple Dwelling,0,0,0,0,0,0,0,0,0,0,0
20,OTHER NAVIGATION LAW,Navigation Law,0,0,0,0,1,2,0,0,1,0,0
20,OTHER NEW YORK STATE EDUCATION LAW,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
20,OTHER NYS TRANSPORTATION,NYS Transportation,18,0,7,34,2,1,35,1,2,31,0
20,OTHER NYS WORK COMPENSATION,NYS Workers Comp,0,0,0,0,0,0,1,0,0,0,0
20,OTHER PARK REGULATIONS,Park Regs,16,19,35,21,26,46,75,4,12,9,0
20,OTHER PENAL LAW,Penal Law,3,3,11,7,0,10,11,3,10,2,0
20,OTHER SANITARY CODE,Sanitary Code (NYS),0,0,0,0,1,3,0,0,1,0,0
20,OTHER TAX LAW,Tax Law,4,0,0,0,0,0,0,1,0,0,0
20,OTHER TAXI LIMOUSINE COMMISSION,TLC,18,97,9,3,0,3,34,3,4,6,1
20,OTHER TRAFFIC REGULATIONS,Traffic Regs,3,19,16,26,3,4,4,0,0,2,0
20,OTHER TRANSIT REGULATIONS,Transit Regs,0,0,1,12,0,1,0,0,1,0,1
20,OTHER VEHICLE TRAFFIC LAW,VTL,8,7,25,43,16,28,15,11,4,9,3
20,OVERWEIGHT (VEHICLE),VTL,0,0,0,1,0,0,0,0,0,0,0
20,PANHANDLING,Administrative Code,9,10,6,2,0,2,0,5,13,2,1
20,PARK ON SIDEWALK,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),Park Regs,4,3,3,3,7,23,51,23,4,4,0
20,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,Traffic Regs,0,0,2,2,1,2,0,0,0,0,0
20,PASSING ON LEFT,VTL,0,0,0,0,0,0,0,0,0,0,0
20,PASSING ON RIGHT,VTL,0,0,0,0,0,0,0,0,0,0,0
20,PAVEMENT MARKING (DISOBEY),VTL,0,0,0,0,0,0,0,0,0,0,0
20,PICK UP FROM BUS STOP,Tax Law,0,0,0,0,0,0,44,11,0,0,0
20,PICK UP HAIL IN BUS STOP,Administrative Code,8,1,5,2,0,0,0,2,0,3,1
20,PICK-UP FARE IN BUS STOP,VTL,0,0,0,3,0,0,1,0,0,1,0
20,POLICE RADIO OR EQUIPMENT,TLC,0,0,0,0,0,0,2,0,0,0,1
20,POSSESSION OF KNIFE,Administrative Code,5,5,5,7,4,5,5,6,2,1,3
20,POSSESSION OF MACE,Administrative Code,1,0,0,0,0,0,0,1,0,0,0
20,PRACTICE OF BARBERING WITHOUT A LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
20,PROMOTING EXPOSURE,Penal Law,1,0,0,0,0,1,1,0,0,0,0
20,RECKLESS DRIVING,VTL,163,187,237,196,91,80,119,84,70,72,17
20,RED LIGHT (DISOBEY),VTL,3,0,6,7,1,0,0,0,0,0,0
20,REGISTRATION STICKER MISSING/EXPIRED,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,REVOKED REGISTRATION,VTL,2,4,1,0,2,0,0,1,0,2,0
20,RIDING IN OTHER THAN PASSENGER COMPARTMENT,VTL,0,0,0,0,0,0,0,0,0,0,0
20,RIFLE- SHOTGUN- AMMO SALE OR PURCHASE,Administrative Code,0,0,0,0,0,0,1,0,0,0,0
20,SAFETY BELT (ADULT),VTL,0,0,0,0,0,0,0,0,0,0,0
20,SAFETY BELT (CHILD),VTL,0,0,0,0,0,0,0,0,0,0,0
20,SAFETY BELT (NO CHILD SEAT),VTL,0,0,0,0,0,0,0,0,0,0,0
20,SAFETY ZONE,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,SAFETY ZONE DIRECTION,VTL,0,0,0,0,0,0,0,0,0,0,0
20,SALE OF ALCOHOL TO A MINOR,ABC,0,6,0,5,2,0,3,0,0,0,0
20,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,ABC,2,8,3,3,6,0,4,0,1,0,0
20,SCHOOL BUS- PASSING STOPPED,VTL,0,0,1,0,0,0,0,0,0,0,0
20,SEX IN PARK,Park Regs,2,0,0,4,0,2,2,1,0,0,0
20,SMOKING,Education Law (NYS),0,3,0,0,0,0,0,0,0,0,0
20,SMOKING IN ELEVATOR,Health Code,3,2,0,0,0,0,0,0,0,0,0
20,SMOKING IN TRAIN STATION,Transit Regs,0,1,0,0,0,0,0,0,0,0,0
20,SOUND REPRODUCTION DEVICE-NO PERMIT,Administrative Code,0,0,0,0,0,0,1,0,0,1,0
20,SPEEDING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,SPITTING IN PUBLIC,Health Code,3,2,5,2,6,3,7,4,2,2,1
20,STOP SIGN,VTL,0,0,0,0,0,0,0,0,0,0,0
20,STORAGE 24HR COMMERICAL VEHICLES,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,TAKE OFFS AND LANDING,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
20,TAXI-NO METER,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
20,TICKET SPECULATION,ACA,0,0,0,0,0,0,0,0,0,0,0
20,TOW TRUCK VIOLATIONS (OTHER),Administrative Code,0,0,0,0,0,0,0,0,0,0,0
20,TOW:PD RADIO/SCANNER-TOW TRUCK/ON PERSON,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
20,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
20,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
20,TRESPASS,Penal Law,42,35,28,40,43,42,46,47,18,2,0
20,TRUANCY,Education Law (NYS),0,0,1,1,0,0,0,0,0,0,0
20,U-TURN,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,UNATTENDED VEHICLE (ENGINE RUNNING),VTL,0,0,0,0,0,0,0,0,0,0,0
20,UNAUTHORIZED COLOR (TAXI YELLOW),Administrative Code,0,0,0,0,0,0,3,0,0,0,0
20,UNAUTHORIZED POSTING,Administrative Code,1,0,1,0,0,0,0,0,0,0,0
20,UNAUTHORIZED RADIO,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
20,UNAUTHORIZED SIGNS (TAXI- CAR SERVICE),Administrative Code,1,0,4,24,19,23,5,0,0,0,0
20,UNAUTHORIZED TAXI FOR HIRE,TLC,0,0,1,1,0,0,0,0,0,0,0
20,UNAUTHORIZED USE OF POLICE INSIGNIA,VTL,0,0,0,0,0,0,0,0,0,0,0
20,UNDERAGE DRINKING,ABC,1,0,0,2,1,6,1,2,1,0,0
20,UNINSPECTED VEHICLE,VTL,1,0,0,1,0,0,0,0,0,1,0
20,UNINSURED VEHICLE,VTL,2,10,6,8,7,14,1,0,0,0,0
20,UNINSURED VEHICLES FOR HIRE,VTL,2,0,2,6,22,29,18,9,1,2,0
20,UNLAWFUL PREVENTION OF PUBLIC ACCESS TO RECORDS,Penal Law,0,0,0,0,0,0,0,0,0,0,0
20,UNLAWFULLY POSTING ADVERTISEMENTS,Penal Law,1,2,0,0,0,0,0,0,1,0,0
20,UNLICENSED CABARET,ABC,0,0,0,0,0,0,0,0,0,0,0
20,UNLICENSED OPERATOR,VTL,0,3,1,7,0,0,0,0,0,0,0
20,UNLICENSED SALE OF ALCOHOL,ABC,0,1,0,0,0,0,2,0,0,0,0
20,UNLICENSED VEHICLE FOR HIRE,Administrative Code,11,7,6,4,13,5,2,2,1,4,1
20,UNREASONABLE  SPEED,VTL,0,0,0,0,0,0,0,0,0,0,0
20,UNREGISTERED VEHICLE,VTL,2,3,5,21,2,2,0,1,0,2,0
20,UNSAFE LANE CHANGE,VTL,1,0,0,0,0,0,0,0,0,0,0
20,UNSAFELY BACKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,URINATE/DEFICATE IN PARK,Park Regs,1,1,0,0,0,0,0,0,1,0,0
20,URINATING IN PUBLIC,Administrative Code,9,35,29,41,65,48,58,35,51,31,5
20,,Health Code,86,69,81,57,55,40,32,12,6,3,0
20,VEHICLE IN PARK,Park Regs,4,0,2,3,0,1,1,0,0,2,0
20,VENDING ON PARKING METER,Administrative Code,2,10,2,4,0,16,2,2,1,0,1
20,VENDING: NO TAX STAMP,Administrative Code,2,1,4,9,1,12,0,0,0,0,0
20,VENDOR: (OTHER),Administrative Code,0,0,539,653,451,93,32,1,8,1,1
20,VENDOR: BEYOND MARKET SPACE,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,Administrative Code,30,6,36,31,18,20,13,1,5,0,0
20,VENDOR: FAIL TO DISPLAY PERMIT,Administrative Code,0,0,33,121,224,190,111,0,5,1,1
20,VENDOR: FAIL TO DISPLAY PRICES,Administrative Code,0,0,60,101,40,15,13,0,3,0,0
20,VENDOR: OVERSIZE TABLE,Administrative Code,0,0,8,6,3,4,1,0,1,0,0
20,VENDOR: UNLICENSED,Administrative Code,43,56,21,33,34,19,21,16,35,2,0
20,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,Administrative Code,0,0,19,24,93,378,367,4,2,2,2
20,VIOLATE LEARNERS PERMIT,VTL,0,0,0,0,0,0,0,0,0,0,0
20,VIOLATE RESTRICTED USE LICENSE,VTL,0,0,0,0,0,0,0,0,0,0,0
20,WINDSHIELD WASHERS,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,WRONG WAY,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
20,Total(Violation),,3437,3097,3589,4609,3644,3287,3151,1208,826,681,117
22,ACCEPT ON HAIL,Administrative Code,1,1,1,0,0,0,0,0,0,0,0
22,AFTER HOURS CONSUMPTION,ABC,0,0,0,0,0,0,0,0,0,0,0
22,AGGRAVATED UNLICENSED OPERATOR,VTL,0,0,0,0,0,0,0,0,0,0,0
22,ANGLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,BARE HAND CONTACT (FOOD),Health Code,0,0,0,0,0,0,0,0,0,0,0
22,BICYCLE (OTHER),VTL,0,1,0,0,0,1,0,0,3,0,0
22,BICYCLE INFRACTION (COMMERCIAL),Administrative Code,15,0,0,1,0,0,0,0,0,0,0
22,BICYCLE NO BELL,VTL,0,1,0,0,0,0,0,0,0,0,0
22,BICYCLE NO BRAKES,VTL,0,0,0,2,0,0,0,0,0,0,0
22,BICYCLE NO LIGHTS,VTL,0,1,0,0,0,0,0,0,0,0,0
22,BICYCLE NO REFLECTOR VEST,VTL,0,0,0,0,0,0,0,0,0,0,0
22,BICYCLE NO SAFETY HELMET,VTL,0,0,0,0,0,0,0,0,0,0,0
22,BICYCLE ON SIDEWALK,Administrative Code,9,0,11,15,13,23,6,6,11,16,0
22,BIKE IN PARK,Park Regs,78,382,885,253,104,187,268,104,82,31,11
22,BOX CUTTER,Administrative Code,0,0,2,0,0,0,0,0,0,0,0
22,BROKEN WINDSHIELD,VTL,0,0,0,0,0,0,0,0,0,0,0
22,COMMERCIAL VEHICLE PARKED OVERNIGHT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
22,CONSUMPTION OF ALCOHOL,Administrative Code,340,394,349,456,423,569,420,325,482,624,120
22,CONSUMPTION OF ALCOHOL IN PARK,Park Regs,81,74,54,74,233,116,99,34,95,25,4
22,CONSUMPTION OF ALCOHOL IN VEHICLE,VTL,0,0,0,0,0,0,0,0,0,0,0
22,CROSSED DOUBLE YELLOW TO PASS,VTL,0,0,0,0,0,0,0,0,0,0,0
22,CROSSWALK,Traffic Regs,0,1,0,0,0,0,0,0,0,0,0
22,CRUISING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,CRUISING PROHIBITED - MEDALLION,Administrative Code,0,0,1,0,0,2,0,0,0,0,0
22,DEFECTIVE BREAKLIGHT,VTL,0,0,0,0,0,0,0,0,0,0,0
22,DEFECTIVE HEADLIGHT,VTL,0,0,0,0,0,0,0,0,0,0,0
22,DEFECTIVE REFLECTOR,VTL,0,0,0,0,0,0,0,0,0,0,0
22,DISOBEY TRANSIT SIGN,Transit Regs,0,0,0,0,0,0,0,0,0,0,0
22,DISORDERLY CONDUCT,Penal Law,33,34,41,34,64,134,51,20,29,13,0
22,DISORDERLY PERSON IN PARK,Park Regs,122,104,39,34,84,70,15,11,13,18,2
22,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,ABC,0,0,0,0,0,0,0,0,0,0,0
22,DOG IN PARK,Park Regs,3,6,10,20,22,27,13,2,2,3,0
22,DOG: FAILURE TO REMOVE CANINE WASTE,Health Code,0,0,0,1,0,0,0,0,0,0,0
22,DOG: NO VACCINATION,Health Code,0,0,0,0,0,0,0,0,0,0,0
22,DOG: UNLEASHED,Health Code,0,1,0,1,1,0,4,1,0,0,0
22,DOG: UNLICENSED,Health Code,0,0,0,0,0,0,0,0,0,0,0
22,DOING BUS WITH OTHER NAME,General Business Law,0,0,0,0,0,0,0,0,0,0,0
22,DOUBLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,DRIVE ON SIDEWALK,VTL,0,0,0,0,0,0,0,0,0,0,0
22,DRIVE THRU BARRIER,VTL,0,0,0,0,0,0,0,0,0,0,0
22,DUMPING,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
22,EXCAVATION (VEHICLE OBSTRUCTING TRAFFIC),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,EXPOSURE OF PERSON,Penal Law,11,9,8,6,3,13,6,3,0,0,0
22,FAIL TO COMPLY WITH ORDER,VTL,0,0,0,0,0,0,1,1,0,0,0
22,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,Administrative Code,1,2,2,0,3,1,1,0,3,0,0
22,FAIL TO SECURE WORKERS COMPENSATION INSURANCE,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
22,FAIL TO YIELD AT LEFT TURN,VTL,0,0,0,0,0,0,0,0,0,0,0
22,FAIL TO YIELD FOR EMERGENCY VEHICLE,VTL,0,0,0,0,0,0,0,0,0,0,0
22,FAILED TO DISPLAY BARBER LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
22,FAILURE TO COMPLY WITH SIGN,Park Regs,1589,2924,2623,2618,3042,3068,3756,3065,2064,2786,534
22,FAILURE TO SURRENDER LICENSE OR REGISTRATION,VTL,0,0,0,0,0,0,0,0,0,0,0
22,FAILURE TO YIELD AT INTERSECTION,VTL,0,0,0,0,1,0,0,1,0,0,0
22,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,Traffic Regs,0,0,1,1,0,0,0,1,0,0,0
22,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,NYS Transportation,0,0,0,0,0,0,0,0,0,0,0
22,FIRE HYDRANT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,FIRE WITHOUT PERMIT,Park Regs,3,2,2,5,1,4,3,2,1,1,1
22,FIREWORKS,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
22,FIREWORKS- POSSESS/USE,Penal Law,0,0,0,2,0,0,0,1,0,0,0
22,FOLLOWING TOO CLOSELY,VTL,0,0,0,0,0,0,0,0,0,0,0
22,FOOD PROTECTION/STORAGE/TRANSPORTATION,Sanitary Code (NYS),0,0,0,0,0,0,0,0,0,0,0
22,FOR SALE SIGN DISPLAYED,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,GRAFFITI,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
22,HARASSMENT 2,Penal Law,0,0,0,1,2,0,0,0,0,0,0
22,HAZING 2,Penal Law,0,0,0,0,0,0,0,0,0,0,0
22,HIGHWAY USE TAX (NEW YORK STATE),Tax Law,0,0,0,0,0,0,1,0,0,0,0
22,IDLING OF VEHICLE,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
22,ILLEGAL BOTTLE CLUB,ABC,0,0,0,0,0,0,0,0,0,0,0
22,IMITATION PISTOL/AIR RIFLE- POSSESSION OF,Administrative Code,0,0,0,0,0,0,0,0,1,0,0
22,IMPROPER DISPLAY REG. STKR.,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,IMPROPER ENTRANCE/EXIT,Transit Regs,0,0,0,0,0,0,0,0,0,0,0
22,IMPROPER PLATES,VTL,0,0,0,0,0,0,0,0,0,0,0
22,IMPROPER REGISTRATION,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,IMPROPER STICKER,VTL,0,0,0,0,0,0,0,0,0,0,0
22,IMPROPER TURN,VTL,0,0,0,0,0,1,1,1,0,0,0
22,IN PUBLIC UNDER DRUGS,Penal Law,0,0,0,0,0,0,0,0,0,2,0
22,INADEQUATE MOTOR VEHICLE EQUIPMENT,VTL,0,0,0,2,0,2,2,0,0,0,0
22,INDETERMINABLE,Indeterminable,362,0,0,0,3,0,0,0,0,0,0
22,INSPECTION STICKER (MISSING/EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,INSPECTION STICKER (MUTILATED/COUNTERFEIT),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,INSURANCE STAMP EXPIRED,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
22,INTERSECTION,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,INVALID PROOF OF INSURANCE,VTL,0,0,1,0,0,0,0,0,0,0,0
22,JAYWALKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,KEY IN IGNITION,Administrative Code,0,0,0,0,0,0,0,1,1,1,0
22,KNIFE- ANY IN PUBLIC VIEW,Administrative Code,0,2,1,1,4,1,0,0,0,1,1
22,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),VTL,0,0,0,0,0,0,0,0,0,0,0
22,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,VTL,0,0,0,0,0,0,0,0,0,0,0
22,LITTERING,Administrative Code,1,0,0,0,11,6,14,3,12,2,0
22,,Health Code,1,1,0,0,3,0,2,0,0,0,0
22,LITTERNG,Park Regs,11,7,14,13,15,27,19,9,20,25,7
22,LOITERING (BEGGING),Penal Law,0,0,0,0,0,0,0,0,0,0,0
22,LOITERING (GAMBLING),Penal Law,0,0,0,2,0,0,0,0,0,0,0
22,LOITERING (MASKED/DISGUISE),Penal Law,0,0,0,0,0,0,0,0,0,0,0
22,LOITERING (SCHOOL),Penal Law,0,0,0,0,0,0,0,0,0,0,0
22,LOITERING (SEXUAL CONDUCT),Penal Law,1,0,0,0,0,0,0,0,0,0,0
22,LOITERING (TRANSPORTATION FACILITY),Penal Law,0,0,0,0,0,0,0,0,0,0,0
22,LOITERING (TRANSPORTATION FACILITY/SLEEPING),Penal Law,0,0,0,0,0,0,0,0,1,0,0
22,LOITERING (UNCLASSIFIED),Penal Law,0,0,0,0,0,0,0,0,0,0,0
22,MARIJUANA- POSSESSION OF,Penal Law,11,8,8,6,60,50,80,87,256,417,98
22,METER (BROKEN),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,METER (EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,MISSING EQUIPMENT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,MISSING/IMPROPER PLATES,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,MISUSE OF DEALER PLATES,VTL,0,0,0,0,0,0,0,0,0,0,0
22,MOTORCYCLE (OTHER),VTL,0,0,0,0,0,0,0,0,0,0,0
22,MOTORCYCLE HELMET REQUIRED,VTL,0,0,0,0,0,0,0,0,0,0,0
22,NO BARBERS LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
22,NO BUSINESS CERTIFICATE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
22,NO CERTIFICATE OF AUTHORITY,Tax Law,0,2,0,0,0,0,0,0,0,0,0
22,NO CHAUFFEURS LICENSE (CLASS E),Administrative Code,0,0,1,0,3,3,2,1,1,0,0
22,NO MATCH PLATE/STICKER,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,NO MEDALLION,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
22,NO PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,NO PARKING (EXCEPT AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,NO PARKING (STREET CLEANING),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,NO POSTING WORKERS COMP INS,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
22,NO PREGNANCY WARNING SIGN,ABC,0,0,0,0,0,0,0,0,0,0,0
22,NO SECURITY GUARD LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
22,NO SMOKING SIGNS NOT POSTED,Health Code,0,0,0,0,0,0,0,0,16,0,0
22,NO STANDING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,NO STANDING (AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,NO STANDING (BUS LANE),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,NO STANDING (BUS STOP),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
22,NO TAX STAMP,Administrative Code,1,4,0,0,0,0,1,0,0,0,0
22,NO TRIP SHEET,Administrative Code,2,0,0,0,4,0,0,0,0,0,0
22,NO VENDING MACHINE DISCLOSURE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
22,NOISE (ANIMIAL),Administrative Code,0,0,0,0,0,0,0,0,0,0,0
22,NOISE (DEVICE),Administrative Code,0,0,0,0,0,1,1,1,0,0,0
